gene,phase
AT5G23390,Depleted_G2M
AT5G23420,Depleted_G2M
AT5G22940,Depleted_G2M
AT5G22880,Depleted_G2M
AT5G19250,Depleted_G2M
AT5G19200,Depleted_G2M
AT5G18900,Depleted_G2M
AT5G18520,Depleted_G2M
AT5G18650,Depleted_G2M
AT5G18120,Depleted_G2M
AT5G18280,Depleted_G2M
AT5G16660,Depleted_G2M
AT5G17380,Depleted_G2M
AT5G17190,Depleted_G2M
AT5G17280,Depleted_G2M
AT5G16590,Depleted_G2M
AT5G15150,Depleted_G2M
AT5G15230,Depleted_G2M
AT5G15350,Depleted_G2M
AT5G16450,Depleted_G2M
AT5G14430,Depleted_G2M
AT5G14240,Depleted_G2M
AT5G14550,Depleted_G2M
AT5G13870,Depleted_G2M
AT5G14150,Depleted_G2M
AT5G13740,Depleted_G2M
AT5G13710,Depleted_G2M
AT5G12970,Depleted_G2M
AT5G13300,Depleted_G2M
AT5G13390,Depleted_G2M
AT5G11890,Depleted_G2M
AT5G12260,Depleted_G2M
AT5G12250,Depleted_G2M
AT5G11280,Depleted_G2M
AT5G10980,Depleted_G2M
AT5G11150,Depleted_G2M
AT5G11260,Depleted_G2M
AT5G10840,Depleted_G2M
AT5G10550,Depleted_G2M
AT5G10480,Depleted_G2M
AT5G10400,Depleted_G2M
AT5G10390,Depleted_G2M
AT5G10020,Depleted_G2M
AT5G10260,Depleted_G2M
AT5G09760,Depleted_G2M
AT5G09960,Depleted_G2M
AT5G09890,Depleted_G2M
AT5G09620,Depleted_G2M
AT5G08020,Depleted_G2M
AT5G07340,Depleted_G2M
AT5G06700,Depleted_G2M
AT5G07030,Depleted_G2M
AT5G07110,Depleted_G2M
AT5G06910,Depleted_G2M
AT5G06590,Depleted_G2M
AT5G06660,Depleted_G2M
AT5G05820,Depleted_G2M
AT5G05890,Depleted_G2M
AT5G05690,Depleted_G2M
AT5G05170,Depleted_G2M
AT5G04470,Depleted_G2M
AT5G04510,Depleted_G2M
AT5G04060,Depleted_G2M
AT5G03760,Depleted_G2M
AT5G03530,Depleted_G2M
AT5G03160,Depleted_G2M
AT5G02380,Depleted_G2M
AT5G02280,Depleted_G2M
AT5G02270,Depleted_G2M
AT5G02410,Depleted_G2M
AT5G01890,Depleted_G2M
AT5G01970,Depleted_G2M
AT5G01990,Depleted_G2M
AT5G01620,Depleted_G2M
AT5G01600,Depleted_G2M
AT3G63460,Depleted_G2M
AT3G62600,Depleted_G2M
AT3G62580,Depleted_G2M
AT3G62700,Depleted_G2M
AT3G62060,Depleted_G2M
AT3G62280,Depleted_G2M
AT3G62110,Depleted_G2M
AT3G62190,Depleted_G2M
AT3G61820,Depleted_G2M
AT3G61130,Depleted_G2M
AT3G61590,Depleted_G2M
AT3G60530,Depleted_G2M
AT3G60540,Depleted_G2M
AT3G59550,Depleted_G2M
AT3G59140,Depleted_G2M
AT3G59370,Depleted_G2M
AT3G58640,Depleted_G2M
AT3G58540,Depleted_G2M
AT3G58120,Depleted_G2M
AT3G58580,Depleted_G2M
AT3G57340,Depleted_G2M
AT3G57420,Depleted_G2M
AT3G57520,Depleted_G2M
AT3G57790,Depleted_G2M
AT3G57010,Depleted_G2M
AT3G56580,Depleted_G2M
AT3G55920,Depleted_G2M
AT3G55360,Depleted_G2M
AT3G54960,Depleted_G2M
AT3G54560,Depleted_G2M
AT3G54670,Depleted_G2M
AT3G54750,Depleted_G2M
AT3G54690,Depleted_G2M
AT3G54770,Depleted_G2M
AT3G54810,Depleted_G2M
AT3G54210,Depleted_G2M
AT3G54080,Depleted_G2M
AT3G54220,Depleted_G2M
AT3G53730,Depleted_G2M
AT3G53450,Depleted_G2M
AT3G53520,Depleted_G2M
AT3G53210,Depleted_G2M
AT3G52740,Depleted_G2M
AT3G52880,Depleted_G2M
AT3G51950,Depleted_G2M
AT3G52500,Depleted_G2M
AT3G51520,Depleted_G2M
AT3G51670,Depleted_G2M
AT3G51580,Depleted_G2M
AT3G51430,Depleted_G2M
AT3G51030,Depleted_G2M
AT3G50870,Depleted_G2M
AT3G51050,Depleted_G2M
AT3G50530,Depleted_G2M
AT3G50620,Depleted_G2M
AT3G49720,Depleted_G2M
AT3G50050,Depleted_G2M
AT3G49750,Depleted_G2M
AT3G49060,Depleted_G2M
AT3G47520,Depleted_G2M
AT3G46940,Depleted_G2M
AT3G46970,Depleted_G2M
AT3G46720,Depleted_G2M
AT3G46590,Depleted_G2M
AT3G46440,Depleted_G2M
AT3G45780,Depleted_G2M
AT3G46030,Depleted_G2M
AT3G45980,Depleted_G2M
AT3G45230,Depleted_G2M
AT3G44320,Depleted_G2M
AT3G43800,Depleted_G2M
AT4G40050,Depleted_G2M
AT4G40040,Depleted_G2M
AT4G39900,Depleted_G2M
AT4G39660,Depleted_G2M
AT4G39800,Depleted_G2M
AT4G39840,Depleted_G2M
AT4G39390,Depleted_G2M
AT4G39730,Depleted_G2M
AT4G39260,Depleted_G2M
AT4G39380,Depleted_G2M
AT4G39090,Depleted_G2M
AT4G38040,Depleted_G2M
AT4G38520,Depleted_G2M
AT4G38460,Depleted_G2M
AT4G38230,Depleted_G2M
AT4G37540,Depleted_G2M
AT4G37300,Depleted_G2M
AT4G37470,Depleted_G2M
AT4G37590,Depleted_G2M
AT4G37820,Depleted_G2M
AT4G36360,Depleted_G2M
AT4G35880,Depleted_G2M
AT4G35920,Depleted_G2M
AT4G35510,Depleted_G2M
AT4G35830,Depleted_G2M
AT4G35200,Depleted_G2M
AT4G35335,Depleted_G2M
AT4G35410,Depleted_G2M
AT4G34960,Depleted_G2M
AT4G34860,Depleted_G2M
AT4G34630,Depleted_G2M
AT4G34760,Depleted_G2M
AT4G34215,Depleted_G2M
AT4G34050,Depleted_G2M
AT4G33580,Depleted_G2M
AT4G33700,Depleted_G2M
AT4G32890,Depleted_G2M
AT4G32410,Depleted_G2M
AT4G32460,Depleted_G2M
AT4G32530,Depleted_G2M
AT4G32120,Depleted_G2M
AT4G31600,Depleted_G2M
AT4G31890,Depleted_G2M
AT4G31340,Depleted_G2M
AT4G31590,Depleted_G2M
AT4G30996,Depleted_G2M
AT4G30610,Depleted_G2M
AT4G30660,Depleted_G2M
AT4G30860,Depleted_G2M
AT4G30350,Depleted_G2M
AT4G30420,Depleted_G2M
AT4G30650,Depleted_G2M
AT4G30440,Depleted_G2M
AT4G30500,Depleted_G2M
AT4G29520,Depleted_G2M
AT4G29680,Depleted_G2M
AT4G28650,Depleted_G2M
AT4G28190,Depleted_G2M
AT4G28310,Depleted_G2M
AT4G27840,Depleted_G2M
AT4G28050,Depleted_G2M
AT4G28100,Depleted_G2M
AT4G27430,Depleted_G2M
AT4G27720,Depleted_G2M
AT4G27230,Depleted_G2M
AT4G26940,Depleted_G2M
AT4G26550,Depleted_G2M
AT4G26630,Depleted_G2M
AT4G26670,Depleted_G2M
AT4G26100,Depleted_G2M
AT4G25280,Depleted_G2M
AT4G25360,Depleted_G2M
AT4G25100,Depleted_G2M
AT4G25240,Depleted_G2M
AT4G25260,Depleted_G2M
AT4G24780,Depleted_G2M
AT4G24760,Depleted_G2M
AT4G24190,Depleted_G2M
AT4G23710,Depleted_G2M
AT4G23690,Depleted_G2M
AT4G23460,Depleted_G2M
AT4G22750,Depleted_G2M
AT4G22756,Depleted_G2M
AT4G22910,Depleted_G2M
AT4G23010,Depleted_G2M
AT4G22580,Depleted_G2M
AT4G22540,Depleted_G2M
AT4G22250,Depleted_G2M
AT4G22010,Depleted_G2M
AT4G21810,Depleted_G2M
AT4G20890,Depleted_G2M
AT4G20430,Depleted_G2M
AT4G20300,Depleted_G2M
AT4G20070,Depleted_G2M
AT4G19880,Depleted_G2M
AT4G19185,Depleted_G2M
AT4G19120,Depleted_G2M
AT4G19410,Depleted_G2M
AT4G17880,Depleted_G2M
AT4G18030,Depleted_G2M
AT4G17870,Depleted_G2M
AT4G18060,Depleted_G2M
AT4G12730,Depleted_G2M
AT4G12880,Depleted_G2M
AT4G13050,Depleted_G2M
AT4G12650,Depleted_G2M
AT4G12590,Depleted_G2M
AT4G12110,Depleted_G2M
AT4G11610,Depleted_G2M
AT4G10810,Depleted_G2M
AT4G08980,Depleted_G2M
AT4G09020,Depleted_G2M
AT4G08685,Depleted_G2M
AT4G05390,Depleted_G2M
AT4G05050,Depleted_G2M
AT4G05160,Depleted_G2M
AT4G04955,Depleted_G2M
AT4G04210,Depleted_G2M
AT4G03190,Depleted_G2M
AT4G03210,Depleted_G2M
AT4G02370,Depleted_G2M
AT4G02500,Depleted_G2M
AT4G02060,Depleted_G2M
AT4G01897,Depleted_G2M
AT4G01810,Depleted_G2M
AT4G01220,Depleted_G2M
AT4G01610,Depleted_G2M
AT4G00710,Depleted_G2M
AT4G00740,Depleted_G2M
AT4G00820,Depleted_G2M
AT4G00080,Depleted_G2M
AT1G31940,Depleted_G2M
AT1G18580,Depleted_G2M
AT1G19920,Depleted_G2M
AT2G33470,Depleted_G2M
AT2G33570,Depleted_G2M
AT2G40475,Depleted_G2M
AT2G40540,Depleted_G2M
AT5G34940,Depleted_G2M
AT2G40550,Depleted_G2M
AT2G40620,Depleted_G2M
AT1G17890,Depleted_G2M
AT1G22360,Depleted_G2M
AT1G22060,Depleted_G2M
AT1G29790,Depleted_G2M
AT1G07250,Depleted_G2M
AT1G19170,Depleted_G2M
AT1G07040,Depleted_G2M
AT1G07020,Depleted_G2M
AT1G18260,Depleted_G2M
AT1G20693,Depleted_G2M
AT1G20696,Depleted_G2M
AT1G18250,Depleted_G2M
AT1G13590,Depleted_G2M
AT1G56230,Depleted_G2M
AT1G56220,Depleted_G2M
AT3G12610,Depleted_G2M
AT3G12280,Depleted_G2M
AT3G12560,Depleted_G2M
AT3G12170,Depleted_G2M
AT3G02350,Depleted_G2M
AT3G02360,Depleted_G2M
AT1G54890,Depleted_G2M
AT1G75140,Depleted_G2M
AT1G33360,Depleted_G2M
AT1G66150,Depleted_G2M
AT3G19540,Depleted_G2M
AT3G14790,Depleted_G2M
AT3G30180,Depleted_G2M
AT3G20670,Depleted_G2M
AT3G52180,Depleted_G2M
AT2G34020,Depleted_G2M
AT2G34150,Depleted_G2M
AT3G29360,Depleted_G2M
AT3G29320,Depleted_G2M
AT3G22200,Depleted_G2M
AT3G13750,Depleted_G2M
AT3G22890,Depleted_G2M
AT3G23820,Depleted_G2M
AT3G24040,Depleted_G2M
AT3G22520,Depleted_G2M
AT3G21160,Depleted_G2M
AT3G13520,Depleted_G2M
AT3G18230,Depleted_G2M
AT3G28180,Depleted_G2M
AT3G19680,Depleted_G2M
AT3G20490,Depleted_G2M
AT3G20100,Depleted_G2M
AT3G28860,Depleted_G2M
AT3G24350,Depleted_G2M
AT3G23810,Depleted_G2M
AT3G23805,Depleted_G2M
AT3G24240,Depleted_G2M
AT3G28040,Depleted_G2M
AT1G10530,Depleted_G2M
AT1G55360,Depleted_G2M
AT2G33990,Depleted_G2M
AT3G06210,Depleted_G2M
AT3G20310,Depleted_G2M
AT3G12780,Depleted_G2M
AT3G27360,Depleted_G2M
AT3G18480,Depleted_G2M
AT3G29200,Depleted_G2M
AT3G27060,Depleted_G2M
AT3G25100,Depleted_G2M
AT3G25140,Depleted_G2M
AT3G26670,Depleted_G2M
AT3G28480,Depleted_G2M
AT3G13060,Depleted_G2M
AT3G13062,Depleted_G2M
AT3G17780,Depleted_G2M
AT3G17020,Depleted_G2M
AT3G17100,Depleted_G2M
AT3G16950,Depleted_G2M
AT3G25540,Depleted_G2M
AT3G23280,Depleted_G2M
AT3G19820,Depleted_G2M
AT3G19400,Depleted_G2M
AT3G19510,Depleted_G2M
AT3G19450,Depleted_G2M
AT3G21240,Depleted_G2M
AT3G16200,Depleted_G2M
AT3G26090,Depleted_G2M
AT3G25860,Depleted_G2M
AT3G26060,Depleted_G2M
AT3G14740,Depleted_G2M
AT3G14610,Depleted_G2M
AT3G24495,Depleted_G2M
AT3G18035,Depleted_G2M
AT3G18050,Depleted_G2M
AT3G17840,Depleted_G2M
AT3G17940,Depleted_G2M
AT3G17900,Depleted_G2M
AT3G27640,Depleted_G2M
AT3G27770,Depleted_G2M
AT3G15810,Depleted_G2M
AT3G15720,Depleted_G2M
AT3G15690,Depleted_G2M
AT3G23300,Depleted_G2M
AT3G22840,Depleted_G2M
AT3G16180,Depleted_G2M
AT3G22845,Depleted_G2M
AT3G14350,Depleted_G2M
AT3G14240,Depleted_G2M
AT3G14310,Depleted_G2M
AT3G14410,Depleted_G2M
AT3G17210,Depleted_G2M
AT3G17390,Depleted_G2M
AT3G16570,Depleted_G2M
AT3G22440,Depleted_G2M
AT3G06035,Depleted_G2M
AT3G02570,Depleted_G2M
AT3G02580,Depleted_G2M
AT3G02630,Depleted_G2M
AT3G02540,Depleted_G2M
AT3G06590,Depleted_G2M
AT3G06650,Depleted_G2M
AT3G06740,Depleted_G2M
AT3G06720,Depleted_G2M
AT3G06890,Depleted_G2M
AT3G04080,Depleted_G2M
AT3G04090,Depleted_G2M
AT3G02910,Depleted_G2M
AT3G02770,Depleted_G2M
AT3G02820,Depleted_G2M
AT3G07990,Depleted_G2M
AT3G07950,Depleted_G2M
AT3G08030,Depleted_G2M
AT3G02930,Depleted_G2M
AT3G08670,Depleted_G2M
AT3G08550,Depleted_G2M
AT3G08730,Depleted_G2M
AT3G08590,Depleted_G2M
AT3G11800,Depleted_G2M
AT3G05880,Depleted_G2M
AT3G05910,Depleted_G2M
AT3G10760,Depleted_G2M
AT3G03210,Depleted_G2M
AT3G09970,Depleted_G2M
AT3G06410,Depleted_G2M
AT3G06450,Depleted_G2M
AT3G10630,Depleted_G2M
AT3G01380,Depleted_G2M
AT3G01390,Depleted_G2M
AT3G10410,Depleted_G2M
AT3G08890,Depleted_G2M
AT3G01930,Depleted_G2M
AT3G09410,Depleted_G2M
AT3G05020,Depleted_G2M
AT3G01360,Depleted_G2M
AT3G02180,Depleted_G2M
AT3G03690,Depleted_G2M
AT3G09085,Depleted_G2M
AT3G03550,Depleted_G2M
AT3G07800,Depleted_G2M
AT3G01040,Depleted_G2M
AT3G05280,Depleted_G2M
AT3G03810,Depleted_G2M
AT3G05150,Depleted_G2M
AT1G13280,Depleted_G2M
AT1G13900,Depleted_G2M
AT1G19130,Depleted_G2M
AT1G15690,Depleted_G2M
AT1G12500,Depleted_G2M
AT1G20560,Depleted_G2M
AT1G27930,Depleted_G2M
AT1G28130,Depleted_G2M
AT1G27980,Depleted_G2M
AT1G28110,Depleted_G2M
AT1G47970,Depleted_G2M
AT1G52360,Depleted_G2M
AT1G69030,Depleted_G2M
AT1G55265,Depleted_G2M
AT1G52340,Depleted_G2M
AT1G77690,Depleted_G2M
AT1G77540,Depleted_G2M
AT1G77420,Depleted_G2M
AT1G77610,Depleted_G2M
AT1G60950,Depleted_G2M
AT1G71070,Depleted_G2M
AT1G77510,Depleted_G2M
AT1G29390,Depleted_G2M
AT1G29470,Depleted_G2M
AT1G72160,Depleted_G2M
AT1G73590,Depleted_G2M
AT1G72630,Depleted_G2M
AT1G76670,Depleted_G2M
AT1G76400,Depleted_G2M
AT1G76550,Depleted_G2M
AT1G76490,Depleted_G2M
AT1G29980,Depleted_G2M
AT1G52910,Depleted_G2M
AT1G52760,Depleted_G2M
AT1G70710,Depleted_G2M
AT1G67630,Depleted_G2M
AT1G74380,Depleted_G2M
AT1G74660,Depleted_G2M
AT1G68490,Depleted_G2M
AT1G80500,Depleted_G2M
AT1G70490,Depleted_G2M
AT1G70580,Depleted_G2M
AT1G69420,Depleted_G2M
AT1G70560,Depleted_G2M
AT1G69910,Depleted_G2M
AT1G69830,Depleted_G2M
AT1G68150,Depleted_G2M
AT1G72480,Depleted_G2M
AT1G11090,Depleted_G2M
AT2G41810,Depleted_G2M
AT2G41770,Depleted_G2M
AT1G47250,Depleted_G2M
AT1G47210,Depleted_G2M
AT1G51540,Depleted_G2M
AT1G51590,Depleted_G2M
AT2G47320,Depleted_G2M
AT2G43480,Depleted_G2M
AT2G41780,Depleted_G2M
AT2G43760,Depleted_G2M
AT1G53210,Depleted_G2M
AT1G53400,Depleted_G2M
AT1G55850,Depleted_G2M
AT1G55840,Depleted_G2M
AT1G62330,Depleted_G2M
AT1G53290,Depleted_G2M
AT1G19370,Depleted_G2M
AT1G19430,Depleted_G2M
AT1G19450,Depleted_G2M
AT1G06180,Depleted_G2M
AT1G78240,Depleted_G2M
AT1G06930,Depleted_G2M
AT1G06890,Depleted_G2M
AT1G06850,Depleted_G2M
AT1G06760,Depleted_G2M
AT1G29060,Depleted_G2M
AT1G21900,Depleted_G2M
AT1G29270,Depleted_G2M
AT1G29310,Depleted_G2M
AT1G21370,Depleted_G2M
AT1G45130,Depleted_G2M
AT1G12240,Depleted_G2M
AT1G53500,Depleted_G2M
AT1G26580,Depleted_G2M
AT1G17430,Depleted_G2M
AT1G17455,Depleted_G2M
AT1G01430,Depleted_G2M
AT1G01230,Depleted_G2M
AT1G07410,Depleted_G2M
AT1G07290,Depleted_G2M
AT1G07420,Depleted_G2M
AT1G07370,Depleted_G2M
AT1G04990,Depleted_G2M
AT1G19710,Depleted_G2M
AT1G04910,Depleted_G2M
AT1G34550,Depleted_G2M
AT1G12850,Depleted_G2M
AT1G12780,Depleted_G2M
AT1G20010,Depleted_G2M
AT1G05805,Depleted_G2M
AT1G26770,Depleted_G2M
AT1G05850,Depleted_G2M
AT1G35720,Depleted_G2M
AT1G48510,Depleted_G2M
AT1G48440,Depleted_G2M
AT1G44900,Depleted_G2M
AT1G41830,Depleted_G2M
AT1G18720,Depleted_G2M
AT1G07790,Depleted_G2M
AT1G18840,Depleted_G2M
AT1G21090,Depleted_G2M
AT1G21070,Depleted_G2M
AT1G28340,Depleted_G2M
AT1G71750,Depleted_G2M
AT1G63420,Depleted_G2M
AT1G01090,Depleted_G2M
AT1G33240,Depleted_G2M
AT1G49660,Depleted_G2M
AT1G76090,Depleted_G2M
AT1G76160,Depleted_G2M
AT1G47840,Depleted_G2M
AT1G76340,Depleted_G2M
AT1G15950,Depleted_G2M
AT1G30510,Depleted_G2M
AT1G11545,Depleted_G2M
AT1G11580,Depleted_G2M
AT1G11540,Depleted_G2M
AT1G50440,Depleted_G2M
AT1G50420,Depleted_G2M
AT1G80950,Depleted_G2M
AT1G64650,Depleted_G2M
AT1G64640,Depleted_G2M
AT1G37130,Depleted_G2M
AT1G35620,Depleted_G2M
AT1G80190,Depleted_G2M
AT1G79990,Depleted_G2M
AT1G59520,Depleted_G2M
AT1G56080,Depleted_G2M
AT1G02970,Depleted_G2M
AT1G52420,Depleted_G2M
AT1G52670,Depleted_G2M
AT1G52720,Depleted_G2M
AT1G74910,Depleted_G2M
AT1G78040,Depleted_G2M
AT2G01070,Depleted_G2M
AT1G68650,Depleted_G2M
AT1G27630,Depleted_G2M
AT1G72810,Depleted_G2M
AT1G50360,Depleted_G2M
AT1G21840,Depleted_G2M
AT1G21750,Depleted_G2M
AT1G17110,Depleted_G2M
AT1G13930,Depleted_G2M
AT1G06470,Depleted_G2M
AT1G62820,Depleted_G2M
AT1G62770,Depleted_G2M
AT1G14210,Depleted_G2M
AT1G62810,Depleted_G2M
AT1G76060,Depleted_G2M
AT1G62790,Depleted_G2M
AT1G28680,Depleted_G2M
AT1G13000,Depleted_G2M
AT1G20840,Depleted_G2M
AT1G14900,Depleted_G2M
AT1G14670,Depleted_G2M
AT1G14685,Depleted_G2M
AT1G14920,Depleted_G2M
AT1G64910,Depleted_G2M
AT1G64920,Depleted_G2M
AT1G64980,Depleted_G2M
AT1G65010,Depleted_G2M
AT1G54410,Depleted_G2M
AT1G54320,Depleted_G2M
AT1G75540,Depleted_G2M
AT1G75780,Depleted_G2M
AT1G23340,Depleted_G2M
AT1G03040,Depleted_G2M
AT1G78570,Depleted_G2M
AT1G54115,Depleted_G2M
AT1G05520,Depleted_G2M
AT1G36160,Depleted_G2M
AT1G36060,Depleted_G2M
AT1G30570,Depleted_G2M
AT2G16580,Depleted_G2M
AT2G31360,Depleted_G2M
AT2G31370,Depleted_G2M
AT2G38810,Depleted_G2M
AT2G20515,Depleted_G2M
AT2G40150,Depleted_G2M
AT2G31650,Depleted_G2M
AT2G31670,Depleted_G2M
AT2G31750,Depleted_G2M
AT2G04025,Depleted_G2M
AT2G29900,Depleted_G2M
AT2G29890,Depleted_G2M
AT2G21620,Depleted_G2M
AT2G01850,Depleted_G2M
AT2G16440,Depleted_G2M
AT2G25250,Depleted_G2M
AT2G04700,Depleted_G2M
AT1G04260,Depleted_G2M
AT1G04290,Depleted_G2M
AT1G04430,Depleted_G2M
AT1G04400,Depleted_G2M
AT1G04520,Depleted_G2M
AT1G26840,Depleted_G2M
AT1G26850,Depleted_G2M
AT1G09330,Depleted_G2M
AT1G59970,Depleted_G2M
AT2G40280,Depleted_G2M
AT2G46420,Depleted_G2M
AT2G40300,Depleted_G2M
AT2G36880,Depleted_G2M
AT2G21970,Depleted_G2M
AT2G21790,Depleted_G2M
AT2G36290,Depleted_G2M
AT2G36400,Depleted_G2M
AT2G36410,Depleted_G2M
AT2G36300,Depleted_G2M
AT2G22425,Depleted_G2M
AT2G21050,Depleted_G2M
AT2G21060,Depleted_G2M
AT2G28520,Depleted_G2M
AT2G31270,Depleted_G2M
AT1G65295,Depleted_G2M
AT1G54690,Depleted_G2M
AT1G22790,Depleted_G2M
AT1G22750,Depleted_G2M
AT1G22640,Depleted_G2M
AT1G22770,Depleted_G2M
AT1G09200,Depleted_G2M
AT1G09250,Depleted_G2M
AT1G60390,Depleted_G2M
AT1G62045,Depleted_G2M
AT1G70280,Depleted_G2M
AT1G12080,Depleted_G2M
AT1G03310,Depleted_G2M
AT1G12090,Depleted_G2M
AT2G25110,Depleted_G2M
AT1G10410,Depleted_G2M
AT1G77130,Depleted_G2M
AT1G09570,Depleted_G2M
AT1G10120,Depleted_G2M
AT1G10130,Depleted_G2M
AT1G55810,Depleted_G2M
AT1G05260,Depleted_G2M
AT1G04610,Depleted_G2M
AT1G04680,Depleted_G2M
AT1G08880,Depleted_G2M
AT1G08660,Depleted_G2M
AT1G24280,Depleted_G2M
AT1G24100,Depleted_G2M
AT1G61170,Depleted_G2M
AT1G23190,Depleted_G2M
AT1G61100,Depleted_G2M
AT1G60710,Depleted_G2M
AT1G76950,Depleted_G2M
AT1G67360,Depleted_G2M
AT1G67320,Depleted_G2M
AT1G27190,Depleted_G2M
AT1G27030,Depleted_G2M
AT1G03870,Depleted_G2M
AT1G03840,Depleted_G2M
AT1G04020,Depleted_G2M
AT1G62480,Depleted_G2M
AT1G62500,Depleted_G2M
AT1G62660,Depleted_G2M
AT1G62640,Depleted_G2M
AT2G36670,Depleted_G2M
AT2G01970,Depleted_G2M
AT2G28360,Depleted_G2M
AT2G28350,Depleted_G2M
AT2G28370,Depleted_G2M
AT2G22660,Depleted_G2M
AT2G05810,Depleted_G2M
AT2G20810,Depleted_G2M
AT2G20840,Depleted_G2M
AT2G20780,Depleted_G2M
AT2G20980,Depleted_G2M
AT2G46490,Depleted_G2M
AT2G37050,Depleted_G2M
AT2G15620,Depleted_G2M
AT2G15570,Depleted_G2M
AT2G28260,Depleted_G2M
AT2G28310,Depleted_G2M
AT2G25430,Depleted_G2M
AT2G13820,Depleted_G2M
AT2G32240,Depleted_G2M
AT2G31960,Depleted_G2M
AT2G48020,Depleted_G2M
AT2G01170,Depleted_G2M
AT2G35780,Depleted_G2M
AT2G18030,Depleted_G2M
AT2G35750,Depleted_G2M
AT2G25610,Depleted_G2M
AT2G19580,Depleted_G2M
AT2G37300,Depleted_G2M
AT2G37470,Depleted_G2M
AT2G24280,Depleted_G2M
AT2G37975,Depleted_G2M
AT2G37940,Depleted_G2M
AT2G02130,Depleted_G2M
AT2G02070,Depleted_G2M
AT2G45180,Depleted_G2M
AT2G45050,Depleted_G2M
AT2G02400,Depleted_G2M
AT2G06850,Depleted_G2M
AT2G28760,Depleted_G2M
AT2G28790,Depleted_G2M
AT2G28900,Depleted_G2M
AT2G28740,Depleted_G2M
AT2G28840,Depleted_G2M
AT2G29570,Depleted_G2M
AT2G01420,Depleted_G2M
AT2G27130,Depleted_G2M
AT2G01570,Depleted_G2M
AT2G01410,Depleted_G2M
AT2G32430,Depleted_G2M
AT2G43130,Depleted_G2M
AT2G38650,Depleted_G2M
AT2G31180,Depleted_G2M
AT2G14890,Depleted_G2M
AT2G29680,Depleted_G2M
AT2G29700,Depleted_G2M
AT2G25760,Depleted_G2M
AT2G19790,Depleted_G2M
AT2G19880,Depleted_G2M
AT2G03220,Depleted_G2M
AT2G46930,Depleted_G2M
AT2G02870,Depleted_G2M
AT2G03090,Depleted_G2M
AT2G29960,Depleted_G2M
AT2G26900,Depleted_G2M
AT2G29980,Depleted_G2M
AT2G26080,Depleted_G2M
AT2G34560,Depleted_G2M
AT2G34585,Depleted_G2M
AT2G46000,Depleted_G2M
AT2G45790,Depleted_G2M
AT2G07690,Depleted_G2M
AT2G39130,Depleted_G2M
AT2G38310,Depleted_G2M
AT2G34300,Depleted_G2M
AT2G38360,Depleted_G2M
AT2G32580,Depleted_G2M
AT2G41070,Depleted_G2M
AT2G38120,Depleted_G2M
AT2G38170,Depleted_G2M
AT2G31040,Depleted_G2M
AT2G30860,Depleted_G2M
AT2G37630,Depleted_G2M
AT2G37680,Depleted_G2M
AT2G37560,Depleted_G2M
AT2G37550,Depleted_G2M
AT2G37760,Depleted_G2M
AT2G02680,Depleted_G2M
AT2G30060,Depleted_G2M
AT2G19340,Depleted_G2M
AT2G40060,Depleted_G2M
AT2G44360,Depleted_G2M
AT2G35060,Depleted_G2M
AT2G33790,Depleted_G2M
AT2G30490,Depleted_G2M
AT2G02810,Depleted_G2M
AT2G02760,Depleted_G2M
AT2G30620,Depleted_G2M
AT2G30520,Depleted_G2M
AT2G41890,Depleted_G2M
AT2G32720,Depleted_G2M
AT2G32765,Depleted_G2M
AT2G26640,Depleted_G2M
AT2G26680,Depleted_G2M
AT2G42190,Depleted_G2M
